,"�?Key""""""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,asreview_label,asreview_time,asreview_note
139,LLU4QPEC,journalArticle,2025,"Yolalmaz, Alim; Wit, Jos De; Kalkman, Jeroen",Combined Structural and Functional 3D Plant Imaging Using Structure from Motion,Sensors,,1424-8220,10.3390/s25051572,https://www.mdpi.com/1424-8220/25/5/1572,"We show non-invasive 3D plant disease imaging using automated monocular vision-based structure from motion. We optimize the number of key points in an image pair by using a small angular step size and detection in the extra green channel. Furthermore, we upsample the images to increase the number of key points. With the same setup, we obtain functional fluorescence information that we map onto the 3D structural plant image, in this way obtaining a combined functional and 3D structural plant image using a single setup.",04/03/2025,14/11/2025 15:57,14/11/2025 16:30,14/11/2025 16:30,1572,,5,25,,Sensors,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
56,ZWFYII32,journalArticle,2025,"Thandapani, Sujithra; Selvaraj, Durai; Iqbal Mahaboob, Mohamed; Chakravarathi Bharathi, Venkatakrishnan; Vinayagam, Prabhu",Swift and efficient cinnamon plant disease classification using robust feature extraction and machine learning techniques,Bulletin of Electrical Engineering and Informatics,,"2302-9285, 2089-3191",10.11591/eei.v14i1.8254,https://beei.org/index.php/EEI/article/view/8254,"The extraction of features and textures holds a crucial significance in the realm of image processing and machine vision systems. Even though artificial intelligence (AI) techniques are superior in attaining the best results in image processing, several challenges remain open for further research in computation complexity, memory, and power requirements. In this context, robust preprocessing techniques are required to address such shortcomings and reduce the computational cost of predictive tasks. This paper employed two feature extraction levels to extract the best possible features from images of the cinnamon plant. Local directional positional pattern (LDPP) extracts global image features, while local triangular coded pattern (LTCP) extracts local features. It helps to provide detailed and more relevant information about the image texture. Once features are extracted, identifying and categorizing diverse textures within an image relies on recognizing their unique features. Typically, descriptors serve as the means for representing images in our work. Afterwards, we used ensemble learning to attain better classification results with the help of weak classifiers. Extracted features are provided to machine learning (ML) models like support vector machines (SVM), random forest (RF), and k-nearest neighbors (KNN) for better classification of the cinnamon category.",01/02/2025,14/11/2025 15:55,14/11/2025 16:27,14/11/2025 16:27,421-428,,1,14,,Bulletin EEI,,,,,,,,,https://creativecommons.org/licenses/by-sa/4.0,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,C2ZRTPWX,conferencePaper,2025,"Kursun, Ramazan; Koklu, Murat",Effectiveness of SIFT Features in Enhancing Watermelon Leaf Disease Classification Accuracy,2025 International Conference on Computer Systems and Technologies (CompSysTech),,,10.1109/CompSysTech65493.2025.11137117,https://ieeexplore.ieee.org/document/11137117,"The prompt and precise identification of plant diseases is essential for mitigating yield losses and safeguarding global food security. This study examines the categorization of watermelon leaf diseases utilizing both unprocessed grayscale pixel values and manually derived visual features obtained through the Scale-Invariant Feature Transform (SIFT). Two categorization models, Support Vector Machines (SVM) and Artificial Neural Networks (ANN), were developed and assessed. A bespoke picture collection was utilized, comprising healthy watermelon leaves and those afflicted with prevalent illnesses including mosaic virus, downy mildew, and anthracnose. The preprocessing stages encompassed scaling, conversion to grayscale, and normalizing. In the initial method, the flattened pixel values were directly fed into the models. SIFT descriptors were calculated and averaged to create feature vectors in the second instance. Experimental findings indicate that SIFT-based feature extraction markedly improves classification efficacy. The ANN-SIFT model achieved superior results, attaining an accuracy of 0.9960 and an F1-score of 0.9957. The SVM-SIFT model exhibited robust classification proficiency. Conversely, models exclusively trained on raw pixel inputs yielded less accuracy and inferior class separability. The model's performance was evaluated using metrics such as accuracy, precision, recall, specificity, and F1-score, supplemented with visual examination via confusion matrices. These findings underscore the efficacy of advanced feature extraction techniques, especially in differentiating between diseases with visually analogous symptoms. Future research may explore the integration of deep learning architectures with handcrafted features in hybrid models to enhance accuracy and improve adaptability in practical agricultural applications.",2025-06,21/11/2025 17:21,21/11/2025 17:21,21/11/2025 17:21,06��01��,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,E:\Zotero\storage\NFF68C4V\11137117.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 International Conference on Computer Systems and Technologies (CompSysTech),,,,,,,,,,,,,,,,0,,
262,LQHHX2QX,conferencePaper,2016,"Sahay, Aparajita; Chen, Min",Leaf analysis for plant recognition,2016 7th IEEE International Conference on Software Engineering and Service Science (ICSESS),,,10.1109/ICSESS.2016.7883214,https://ieeexplore.ieee.org/document/7883214,"Plants are essential resources for nature and people's lives. Plant recognition provides valuable information for plant research and development, and has great impact on environmental protection and exploration. This paper presents a leaf analysis system for plant identification, which consists of three main components. First, given a leaf image, a preprocessing step is conducted for noise reduction. Second, the feature extraction component identifies representative features and computes scale invariant feature descriptors. Third, the matching plant species are identified and returned using a weighted K-nearest neighbor search algorithm. The system is implemented as a Windows phone app and is tested on the LeafSnapdataset[8], an electronic field guide developed by Columbia University and University of Maryland with different combinations of species at various orientations, scales and levels of brightness. The experimental results demonstrate the effectiveness of our proposed framework in plant recognition.",2016-08,19/11/2025 13:00,19/11/2025 13:00,19/11/2025 13:00,914-917,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2327-0594,,E:\Zotero\storage\V9E65DM2\7883214.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 7th IEEE International Conference on Software Engineering and Service Science (ICSESS),,,,,,,,,,,,,,,,0,,
131,BNL5IB8L,journalArticle,2024,"Yang, Bin; Li, Mingwei; Li, Fei; Wang, Yongbo; Liang, Qiaokang; Zhao, Ruiyuan; Li, Caihong; Wang, Jianwu","A novel plant type, leaf disease and severity identification framework using CNN and transformer with multi-label method",Scientific Reports,,2045-2322,10.1038/s41598-024-62452-x,https://www.nature.com/articles/s41598-024-62452-x,"Abstract             The growth of plants is threatened by numerous diseases. Accurate and timely identification of these diseases is crucial to prevent disease spreading. Many deep learning-based methods have been proposed for identifying leaf diseases. However, these methods often combine plant, leaf disease, and severity into one category or treat them separately, resulting in a large number of categories or complex network structures. Given this, this paper proposes a novel leaf disease identification network (LDI-NET) using a multi-label method. It is quite special because it can identify plant type, leaf disease and severity simultaneously using a single straightforward branch model without increasing the number of categories and avoiding extra branches. It consists of three modules, i.e., a feature tokenizer module, a token encoder module and a multi-label decoder module. The LDI-NET works as follows: Firstly, the feature tokenizer module is designed to enhance the capability of extracting local and long-range global contextual features by leveraging the strengths of convolutional neural networks and transformers. Secondly, the token encoder module is utilized to obtain context-rich tokens that can establish relationships among the plant, leaf disease and severity. Thirdly, the multi-label decoder module combined with a residual structure is utilized to fuse shallow and deep contextual features for better utilization of different-level features. This allows the identification of plant type, leaf disease, and severity simultaneously. Experiments show that the proposed LDI-NET outperforms the prevalent methods using the publicly available AI challenger 2018 dataset.",22/05/2024,14/11/2025 15:57,14/11/2025 16:30,14/11/2025 16:30,11664,,1,14,,Sci Rep,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,9KW9IDE9,journalArticle,2024,"Sordo, Zineb; Andeer, Peter; Sethian, James; Northen, Trent; Ushizima, Daniela",RhizoNet segments plant roots to assess biomass and growth for enabling self-driving labs,Scientific Reports,,2045-2322,10.1038/s41598-024-63497-8,https://www.nature.com/articles/s41598-024-63497-8,"Abstract             Flatbed scanners are commonly used for root analysis, but typical manual segmentation methods are time-consuming and prone to errors, especially in large-scale, multi-plant studies. Furthermore, the complex nature of root structures combined with noisy backgrounds in images complicates automated analysis. Addressing these challenges, this article introduces RhizoNet, a deep learning-based workflow to semantically segment plant root scans. Utilizing a sophisticated Residual U-Net architecture, RhizoNet enhances prediction accuracy and employs a convex hull operation for delineation of the primary root component. Its main objective is to accurately segment root biomass and monitor its growth over time. RhizoNet processes color scans of plants grown in a hydroponic system known as EcoFAB, subjected to specific nutritional treatments. The root detection model using RhizoNet demonstrates strong generalization in the validation tests of all experiments despite variable treatments. The main contributions are the standardization of root segmentation and phenotyping, systematic and accelerated analysis of thousands of images, significantly aiding in the precise assessment of root growth dynamics under varying plant conditions, and offering a path toward self-driving labs.",05/06/2024,14/11/2025 15:57,14/11/2025 16:30,14/11/2025 16:30,12907,,1,14,,Sci Rep,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3M8IYY78,journalArticle,2025,"Sun, Hongyu; Douma, Jacob C.; Schenk, Martijn F.; Van Der Werf, Wopke",Comparing inward and outward strategies for delimiting non-native plant pest outbreaks,Journal of Pest Science,,"1612-4758, 1612-4766",10.1007/s10340-024-01859-x,https://link.springer.com/10.1007/s10340-024-01859-x,"The delimitation of outbreaks is an essential step in the containment and eradication of non-native plant pests. Outbreaks are habitually delimited by sampling around the initial finding, moving away from this locus in several directions as long as infestations are found (outward strategy). An alternative, inward, strategy would entail starting delimitation with an initial estimate of the location of the frontier and then sampling inward until the first infestations are found or outward until no more infestations are found. We used individual-based modelling to compare the effectiveness and sampling effort of the two strategies. Both successfully contained�?�?9% of infested plants within the delimited zone. Yet, both had a low probability (<�?5%) of containing all the infested plants within the delimited zone. The number of samples of the inward strategy depended greatly on the size of the initially hypothesized infested zone. Best performance of this strategy was obtained with an accurate initial estimate of the infested zone width, while sample size increased strongly when the estimated frontier was far beyond the true location of the frontier. Consequently, the outward strategy uses fewer samples on average than the inward strategy when the position of the frontier is uncertain. Both strategies were prone to error when delimiting outbreaks caused by pests with fat-tailed dispersal. Whether the inward or outward strategy is more effective depends on the certainty about the true position of the leading frontier of the outbreak. Possibilities are discussed for maximizing the cost-effectiveness of sampling for outbreak delimitation.",2025-06,14/11/2025 15:51,19/11/2025 19:59,14/11/2025 16:23,1613-1628,,3,98,,J Pest Sci,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,DQ6HABFN,journalArticle,2025,"Hirahara, Kentaro; Nakane, Chikahito; Ebisawa, Hajime; Kuroda, Tsuyoshi; Iwaki, Yohei; Utsumi, Tomoyoshi; Nomura, Yuichiro; Koike, Makoto; Mineno, Hiroshi",D4: Text-guided diffusion model-based domain adaptive data augmentation for vineyard shoot detection,Computers and Electronics in Agriculture,,0168-1699,10.1016/j.compag.2024.109849,https://www.sciencedirect.com/science/article/pii/S0168169924012407,"In agricultural practices, plant phenotyping using object detection models is gaining attention, plant phenotyping is a technology that accurately measures the quality and condition of cultivated crops from images, contributing to the improvement of crop yield and quality, as well as reducing environmental impact. However, collecting the training data necessary to create generic and high-precision models is extremely challenging due difficulties associated with annotations and the diversity of domains. Such difficulties arise from the unique shapes and backgrounds of plants, as well as the significant changes in appearance due to environmental conditions and growth stages. Furthermore, it is difficult to transfer training data across different crops, and although machine learning models effective for specific environments, conditions, and crops have been developed, they cannot be widely applied in real-world conditions. Therefore, in this study, we propose a generative artificial intelligence data augmentation method (D4) and investigated its application towards a shoot detection task in a vineyard. D4 uses a pre-trained text-guided diffusion model based on a large number of original images culled from video data collected by unmanned ground vehicles or other means, and a small number of annotated datasets. The proposed method generates new annotated images with background information adapted to the target domain while retaining annotation information necessary for object detection. In addition, D4 overcomes the lack of training data in agriculture, including the difficulty of annotation and diversity of domains. We confirmed that this generative data augmentation method improved the mean average precision by up to 28.65% for the BBox detection task and the average precision by up to 13.73% for the keypoint detection task for vineyard shoot detection. D4 generative data augmentation is expected to simultaneously solve the cost and domain diversity issues of training data generation for agricultural applications and improve the generalization performance of detection models.",01/03/2025,21/11/2025 17:33,21/11/2025 17:33,21/11/2025 17:33,109849,,,230,,Computers and Electronics in Agriculture,D4,,,,,,,,,,,,ScienceDirect,,,,E:\Zotero\storage\BRI6UG5Y\S0168169924012407.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Y66L2GTA,journalArticle,2025,"Chen, Jinlong; Jiao, Yingjie; Jin, Fuqiang; Qin, Xingguo; Ning, Yi; Yang, Minghao; Zhan, Yongsong",Plant Sam Gaussian Reconstruction (PSGR): A High-Precision and Accelerated Strategy for Plant 3D Reconstruction,Electronics,,2079-9292,10.3390/electronics14112291,https://www.mdpi.com/2079-9292/14/11/2291,"Plant 3D reconstruction plays a critical role in precision agriculture and plant growth monitoring, yet it faces challenges such as complex background interference, difficulties in capturing intricate plant structures, and a slow reconstruction speed. In this study, we propose PlantSamGaussianReconstruction (PSGR), a novel method that integrates Grounding SAM with 3D Gaussian Splatting (3DGS) techniques. PSGR employs Grounding DINO and SAM for accurate plant–background segmentation, utilizes algorithms such as Scale-Invariant Feature Transform (SIFT) for camera pose estimation and sparse point cloud generation, and leverages 3DGS for plant reconstruction. Furthermore, a 3D�?D projection-guided optimization strategy is introduced to enhance segmentation precision. The experimental results of various multi-view plant image datasets demonstrate that PSGR effectively removes background noise under diverse environments, accurately captures plant details, and achieves peak signal-to-noise ratio (PSNR) values exceeding 30 in most scenarios, outperforming the original 3DGS approach. Moreover, PSGR reduces training time by up to 26.9%, significantly improving reconstruction efficiency. These results suggest that PSGR is an efficient, scalable, and high-precision solution for plant modeling.",04/06/2025,29/10/2025 21:50,14/11/2025 16:28,14/11/2025 16:28,2291,,11,14,,Electronics,Plant Sam Gaussian Reconstruction (PSGR),,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
136,H7IX4QVW,journalArticle,2017,"Fuentes, Alvaro; Yoon, Sook; Kim, Sang; Park, Dong",A Robust Deep-Learning-Based Detector for Real-Time Tomato Plant Diseases and Pests Recognition,Sensors,,1424-8220,10.3390/s17092022,https://www.mdpi.com/1424-8220/17/9/2022,"Plant Diseases and Pests are a major challenge in the agriculture sector. An accurate and a faster detection of diseases and pests in plants could help to develop an early treatment technique while substantially reducing economic losses. Recent developments in Deep Neural Networks have allowed researchers to drastically improve the accuracy of object detection and recognition systems. In this paper, we present a deep-learning-based approach to detect diseases and pests in tomato plants using images captured in-place by camera devices with various resolutions. Our goal is to find the more suitable deep-learning architecture for our task. Therefore, we consider three main families of detectors: Faster Region-based Convolutional Neural Network (Faster R-CNN), Region-based Fully Convolutional Network (R-FCN), and Single Shot Multibox Detector (SSD), which for the purpose of this work are called “deep learning meta-architectures�? We combine each of these meta-architectures with “deep feature extractors�?such as VGG net and Residual Network (ResNet). We demonstrate the performance of deep meta-architectures and feature extractors, and additionally propose a method for local and global class annotation and data augmentation to increase the accuracy and reduce the number of false positives during training. We train and test our systems end-to-end on our large Tomato Diseases and Pests Dataset, which contains challenging images with diseases and pests, including several inter- and extra-class variations, such as infection status and location in the plant. Experimental results show that our proposed system can effectively recognize nine different types of diseases and pests, with the ability to deal with complex scenarios from a plant’s surrounding area.",04/09/2017,14/11/2025 15:57,14/11/2025 16:30,14/11/2025 16:30,2022,,9,17,,Sensors,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
145,N7DED55J,conferencePaper,2022,"Madake, Jyoti; Shinde, Sanket; Singh, Sumitsaurabh; Talwekar, Shreyas; Bhatlawande, Shripad; Shilaskar, Swati",Vision-Based Wilted Plant Detection,2022 IEEE Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI),,,10.1109/IATMSI56455.2022.10119325,https://ieeexplore.ieee.org/document/10119325,"Plants wilt in most situations, whether outdoors or an office due to water shortage or poor exposure to sunlight. Overwatering, climate changes, pests, disorder, moisture, and fertilizer issues are all common causes. Our proposed model uses various image processing, feature extraction, and classification techniques. The Model makes use of ORB and SIFT for extracting features from a custom-made dataset of the wilted plant. The feature vector dimension optimization is performed using K-means and PCA. These features were provided to a machine learning model. The proposed system can play a major role in providing information about the plant's health status. This solution will help homemakers, offices, and hotels with indoor plant watering requirements, by recognizing the wilted plants. Four classifiers namely random forest, AdaBoost, decision tree, and logistic regression are compared. The trained model accurately classifies and detects wilted and healthy plants. The combination of SIFT with a Random Forest classifier gave the highest accuracy of 85.41%, comparable with the existing models.",2022-12,14/11/2025 15:57,14/11/2025 21:19,14/11/2025 21:19,06��01��,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 IEEE Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI),,,,,,,,,,,,,,,,0,,
133,EAGH2J6W,journalArticle,2024,"Thiagarajan, Joshva Devadas; Kulkarni, Siddharaj Vitthal; Jadhav, Shreyas Anil; Waghe, Ayush Ashish; Raja, S. P.; Rajagopal, Sivakumar; Poddar, Harshit; Subramaniam, Shamala",Analysis of banana plant health using machine learning techniques,Scientific Reports,,2045-2322,10.1038/s41598-024-63930-y,https://www.nature.com/articles/s41598-024-63930-y,"Abstract             The Indian economy is greatly influenced by the Banana Industry, necessitating advancements in agricultural farming. Recent research emphasizes the imperative nature of addressing diseases that impact Banana Plants, with a particular focus on early detection to safeguard production. The urgency of early identification is underscored by the fact that diseases predominantly affect banana plant leaves. Automated systems that integrate machine learning and deep learning algorithms have proven to be effective in predicting diseases. This manuscript examines the prediction and detection of diseases in banana leaves, exploring various diseases, machine learning algorithms, and methodologies. The study makes a contribution by proposing two approaches for improved performance and suggesting future research directions. In summary, the objective is to advance understanding and stimulate progress in the prediction and detection of diseases in banana leaves. The need for enhanced disease identification processes is highlighted by the results of the survey. Existing models face a challenge due to their lack of rotation and scale invariance. While algorithms such as random forest and decision trees are less affected, initially convolutional neural networks (CNNs) is considered for disease prediction. Though the Convolutional Neural Network models demonstrated impressive accuracy in many research but it lacks in invariance to scale and rotation. Moreover, it is observed that due its inherent design it cannot be combined with feature extraction methods to identify the banana leaf diseases. Due to this reason two alternative models that combine ANN with scale-invariant Feature transform (SIFT) model or histogram of oriented gradients (HOG) combined with local binary patterns (LBP) model are suggested. The first model ANN with SIFT identify the disease by using the activation functions to process the features extracted by the SIFT by distinguishing the complex patterns. The second integrate the combined features of HOG and LBP to identify the disease thus by representing the local pattern and gradients in an image. This paves a way for the ANN to learn and identify the banana leaf disease. Moving forward, exploring datasets in video formats for disease detection in banana leaves through tailored machine learning algorithms presents a promising avenue for research.",01/07/2024,14/11/2025 15:57,14/11/2025 16:30,14/11/2025 16:30,15041,,1,14,,Sci Rep,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,WY7EIU8J,journalArticle,2015,"Rose, Johann; Paulus, Stefan; Kuhlmann, Heiner",Accuracy Analysis of a Multi-View Stereo Approach for Phenotyping of Tomato Plants at the Organ Level,Sensors,,1424-8220,10.3390/s150509651,https://www.mdpi.com/1424-8220/15/5/9651,"Accessing a plant’s 3D geometry has become of significant importance for phenotyping during the last few years. Close-up laser scanning is an established method to acquire 3D plant shapes in real time with high detail, but it is stationary and has high investment costs. 3D reconstruction from images using structure from motion (SfM) and multi-view stereo (MVS) is a flexible cost-effective method, but requires post-processing procedures. The aim of this study is to evaluate the potential measuring accuracy of an SfM- and MVS-based photogrammetric method for the task of organ-level plant phenotyping. For this, reference data are provided by a high-accuracy close-up laser scanner. Using both methods, point clouds of several tomato plants were reconstructed at six following days. The parameters leaf area, main stem height and convex hull of the complete plant were extracted from the 3D point clouds and compared to the reference data regarding accuracy and correlation. These parameters were chosen regarding the demands of current phenotyping scenarios. The study shows that the photogrammetric approach is highly suitable for the presented monitoring scenario, yielding high correlations to the reference measurements. This cost-effective 3D reconstruction method depicts an alternative to an expensive laser scanner in the studied scenarios with potential for automated procedures.",24/04/2015,14/11/2025 15:57,14/11/2025 16:30,14/11/2025 16:30,9651-9665,,5,15,,Sensors,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
221,BNDYL3BH,conferencePaper,2021,"Zhang, Ke; Zhao, Kai; Guo, Xiwang; Feng, Xiaohan; Tang, Ying",HRM-CenterNet: A High-Resolution Real-time Fittings Detection Method,"2021 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",,,10.1109/SMC52423.2021.9658920,https://ieeexplore.ieee.org/document/9658920,"Most successful fittings detectors are anchor-based, which is challenging to meet the lightweight and real-time requirements of the edge computing system. We propose a high-resolution real-time network HRM-CenterNet. Firstly, the lightweight MobileNetV3 is used to extract multi-level features from images. Then, to improve the resolution of the feature maps and reduce the spatial semantic information loss during the image downsampling process, a high-resolution feature fusion network based on iterative aggregation is introduced. Finally, we conduct experiments on the PASCAL VOC dataset and fittings dataset. The results show that HRM-CenterNet improves accuracy as well as robustness, and meets the performance requirements of real-time edge detection.",2021-10,19/11/2025 07:51,19/11/2025 07:51,19/11/2025 07:51,564-569,,,,,,HRM-CenterNet,,,,,,,,,,,,IEEE Xplore,,ISSN: 2577-1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2021 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",,,,,,,,,,,,,,,,0,,
304,EFC89QPS,conferencePaper,2020,"Raghukumar, Amrutha M; Narayanan, Gayathri",Comparison Of Machine Learning Algorithms For Detection Of Medicinal Plants,2020 Fourth International Conference on Computing Methodologies and Communication (ICCMC),,,10.1109/ICCMC48092.2020.ICCMC-00010,https://ieeexplore.ieee.org/document/9076476,"Ayurvedic medicinal plants are very important since it is one of the key sources of medicine. It can cure various diseases such as Cardiac disorders, Respiratory diseases, Fertility issues etc. So a precise identification of medicinal plant is crucial for proper treatment. Manual recognition can be imprecise and also will be time consuming. In order to stay away from these issues an automatic recognition for medicinal plants are preferred. The features are extracted from images of plant leaves and then classified. The features considered are the shape, textural and colour features. Then some machine learning classification techniques such as KNN and SVM are used for classification and a comparison is made among their performances. All the simulations are done in MATLAB R2019a.",2020-03,20/11/2025 21:28,20/11/2025 21:28,20/11/2025 21:28,56-60,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 Fourth International Conference on Computing Methodologies and Communication (ICCMC),,,,,,,,,,,,,,,,0,,
2,S7ZMQCTJ,journalArticle,2025,"Sundhar, Shyam; Sharma, Riya; Maheshwari, Priyansh; Kumar, Suvidha Rupesh; Kumar, T. Sunil",Enhancing leaf disease classification using GAT-GCN hybrid model,Frontiers in Plant Science,,1664-462X,10.3389/fpls.2025.1569821,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2025.1569821/full,"Agriculture plays a critical role in the global economy, providing livelihoods and ensuring food security for billions. Progress in agricultural techniques has helped boost crop yield, along with a growing need for precise disease monitoring solutions. This requires accurate, efficient, and timely disease detection methods. The research presented in this paper addresses this need by analyzing a hybrid model built using Graph Attention Network (GAT) and Graph Convolution Network (GCN) models. The integration of these models has witnessed a notable improvement in the accuracy of leaf disease classification. GCN has been widely used for learning from graph-structured data, and GAT enhances this by incorporating attention mechanisms to focus on the most important neighbors. The methodology incorporates superpixel segmentation for efficient feature extraction, partitioning images into meaningful, homogeneous regions that better capture localized features. The robustness of the model is further enhanced by the edge augmentation technique. The edge augmentation technique in the context of graph has introduced a significant degree of generalization in the detection capabilities of the model as analyzed on apple, potato, and sugarcane leaves. To further optimize training, weight initialization techniques are applied. The hybrid model is evaluated against the individual performance of the GCN and GAT models and the hybrid model achieved a precision of 0.9822, recall of 0.9818, and F1-score of 0.9818 in apple leaf disease classification, a precision of 0.9746, recall of 0.9744, and F1-score of 0.9743 in potato leaf disease classification, and a precision of 0.8801, recall of 0.8801, and F1-score of 0.8799 in sugarcane leaf disease classification. The results indicate that the model is effective and consistent in identifying leaf diseases in plants.",06/08/2025,14/11/2025 15:46,14/11/2025 15:46,14/11/2025 15:46,,,,16,,Front. Plant Sci.,,,,,,,,English,,,,,Frontiers,,Publisher: Frontiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,GRS556VZ,journalArticle,2023,"Zheng, Haoyu; Fan, Xijian; Bo, Weihao; Yang, Xubing; Tjahjadi, Tardi; Jin, Shichao",A Multiscale Point-Supervised Network for Counting Maize Tassels in the Wild,Plant Phenomics,,2643-6515,10.34133/plantphenomics.0100,https://www.sciencedirect.com/science/article/pii/S2643651524001365,"Accurate counting of maize tassels is essential for monitoring crop growth and estimating crop yield. Recently, deep-learning-based object detection methods have been used for this purpose, where plant counts are estimated from the number of bounding boxes detected. However, these methods suffer from 2 issues: (a) The scales of maize tassels vary because of image capture from varying distances and crop growth stage; and (b) tassel areas tend to be affected by occlusions or complex backgrounds, making the detection inefficient. In this paper, we propose a multiscale lite attention enhancement network (MLAENet) that uses only point-level annotations (i.e., objects labeled with points) to count maize tassels in the wild. Specifically, the proposed method includes a new multicolumn lite feature extraction module that generates a scale-dependent density map by exploiting multiple dilated convolutions with different rates, capturing rich contextual information at different scales more effectively. In addition, a multifeature enhancement module that integrates an attention strategy is proposed to enable the model to distinguish between tassel areas and their complex backgrounds. Finally, a new up-sampling module, UP-Block, is designed to improve the quality of the estimated density map by automatically suppressing the gridding effect during the up-sampling process. Extensive experiments on 2 publicly available tassel-counting datasets, maize tassels counting and maize tassels counting from unmanned aerial vehicle, demonstrate that the proposed MLAENet achieves marked advantages in counting accuracy and inference speed compared to state-of-the-art methods. The model is publicly available at https://github.com/ShiratsuyuShigure/MLAENet-pytorch/tree/main.",01/01/2023,19/11/2025 12:47,19/11/2025 12:47,19/11/2025 12:47,100,,,5,,Plant Phenomics,,,,,,,,,,,,,ScienceDirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
